Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
31-January-2006,473.60,482.90,473.60,479.75,479.216392334567748445,2100860,19565,1006766550.00,176049,8.38,9.30,6.15
30-January-2006,458.00,474.20,451.00,469.80,464.767101538151362158,2499819,22121,1161833631.00,283447,11.34,23.20,11.80
27-January-2006,447.40,459.90,446.30,456.15,453.648467342563374752,1059728,9416,480743983.00,197154,18.60,13.60,8.75
25-January-2006,455.00,458.25,440.20,442.95,449.341454403972737749,814753,7143,366102298.00,181223,22.24,18.05,-12.05
24-January-2006,457.90,460.00,451.80,453.40,456.874851179670834777,729907,7349,333476152.00,56320,7.72,8.20,-4.50
23-January-2006,454.80,463.90,450.00,453.85,457.245444802763899015,2043490,18904,934376494.00,99620,4.87,13.90,-0.95
20-January-2006,456.00,462.00,452.25,454.90,457.313207544019163124,1197717,12697,547731803.00,89399,7.46,9.75,-1.10
19-January-2006,439.80,455.10,439.00,453.20,450.041208977094734545,1980418,17923,891269711.00,194688,9.83,16.10,13.40
18-January-2006,430.00,439.20,420.55,437.00,430.688286787803416515,2081009,17243,896266201.00,86678,4.17,18.65,7.00
17-January-2006,434.90,443.80,427.00,429.25,436.563203739495532808,1107743,12220,483599833.00,72788,6.57,16.80,-5.65
16-January-2006,442.00,442.00,431.25,434.10,436.436713813452529539,665793,7091,290576509.00,42377,6.36,10.75,-7.90
13-January-2006,440.00,449.00,438.65,440.00,443.781291432762560297,921674,9735,409021678.00,40942,4.44,10.35,0.00
12-January-2006,443.25,444.40,435.00,440.20,440.219282092704677804,916135,10236,403300292.00,38181,4.17,9.40,-3.05
10-January-2006,456.00,457.90,442.65,444.80,448.139013109610141446,979663,9944,439025210.00,68722,7.01,15.25,-11.20
9-January-2006,454.00,456.90,447.30,454.10,452.531853052004260481,1243052,12351,562520625.00,54609,4.39,9.60,0.10
6-January-2006,453.80,458.40,445.20,450.60,451.841806677368390997,1260856,13368,569707453.00,55253,4.38,13.20,-3.20
5-January-2006,456.10,458.00,449.20,451.55,452.406177760943818926,1177514,11986,532714608.00,51975,4.41,8.80,-4.55
4-January-2006,455.15,461.75,453.10,456.00,457.766606946531438417,1488052,16078,681180515.00,114233,7.68,8.65,0.85
3-January-2006,444.00,455.75,436.65,450.20,445.578789968490288049,1434161,14476,639031723.00,152538,10.64,19.10,6.20
2-January-2006,442.90,445.65,438.50,441.45,442.500905917006470139,1231349,12338,544873048.00,65444,5.31,7.15,-1.45
30-December-2005,432.00,443.60,431.45,438.60,439.165772345419960001,1473557,15887,647135798.00,112374,7.63,12.15,6.60
29-December-2005,436.00,438.75,429.00,430.80,433.492985849082893497,1255961,15626,544450284.00,101236,8.06,9.75,-5.20
28-December-2005,443.00,446.35,431.10,435.75,438.408943302359464066,2516207,28614,1103127652.00,109179,4.34,15.25,-7.25
27-December-2005,422.00,442.20,418.10,440.40,432.464857058016059858,2249584,23761,972866023.00,112726,5.01,24.10,18.40
26-December-2005,444.00,444.00,415.00,420.55,422.685314977574908434,2966989,27197,1254102680.00,312667,10.54,29.00,-23.45
23-December-2005,460.00,463.00,439.65,441.70,449.498032898193348089,2011843,19549,904319471.00,183099,9.10,23.35,-18.30
22-December-2005,465.00,466.00,456.50,459.85,461.317903988716890109,1773979,17173,818368274.00,73723,4.16,9.50,-5.15
21-December-2005,462.90,473.00,458.70,462.80,466.026288272003553588,3115724,29295,1452009291.00,143449,4.60,14.30,-0.10
20-December-2005,462.00,463.80,451.25,459.80,458.940119426671324018,1686223,16773,773875385.00,72154,4.28,12.55,-2.20
19-December-2005,457.55,469.10,456.80,461.30,463.548450484108970990,1742996,17577,807963095.00,116367,6.68,12.30,3.75
16-December-2005,443.00,458.60,440.10,455.55,447.399770988294957297,1799908,18556,805278427.00,142577,7.92,18.50,12.55
15-December-2005,452.00,457.00,432.60,439.15,446.979965143804655221,2078827,20351,929194020.00,121070,5.82,24.40,-12.85
14-December-2005,460.00,463.85,448.00,451.10,455.031867385684401557,1642055,17368,747187353.00,94650,5.76,15.85,-8.90
13-December-2005,458.00,464.50,455.00,459.30,459.946470161427970103,1470563,15716,676380261.00,71468,4.86,9.50,1.30
12-December-2005,463.95,467.00,456.00,457.00,460.336203946699653665,1396914,14049,643050088.00,119979,8.59,11.00,-6.95
9-December-2005,456.50,470.00,452.00,461.80,463.053379357020936260,2553178,24724,1182257701.00,180867,7.08,18.00,5.30
8-December-2005,454.15,456.00,446.55,454.00,452.424612753793341075,1959025,20013,886311127.00,53928,2.75,9.45,-0.15
7-December-2005,447.00,455.90,447.00,453.60,451.824990206429149882,2277004,21885,1028807310.00,108209,4.75,8.90,6.60
6-December-2005,452.00,458.45,442.00,446.05,450.499596647825925901,3401494,32577,1532371675.00,103923,3.06,16.45,-5.95
5-December-2005,459.00,464.25,448.15,451.70,456.410009314403637305,3093059,25582,1411703087.00,158036,5.11,16.10,-7.30
2-December-2005,468.90,470.75,454.60,457.70,463.024485571458879092,4539163,40573,2101743613.00,192138,4.23,16.15,-11.20
1-December-2005,433.70,467.45,428.50,463.20,448.452844994760777400,6244247,51289,2800250332.00,471381,7.55,38.95,29.50
30-November-2005,448.80,452.35,429.55,432.30,442.090814121670287457,4269325,30909,1887429365.00,344150,8.06,22.80,-16.50
29-November-2005,437.55,448.40,426.30,445.80,439.163421112653935379,5690862,43282,2499218425.00,236466,4.16,22.10,8.25
28-November-2005,439.40,443.55,433.00,435.05,438.294263212114871481,2121954,19093,930040265.00,115472,5.44,10.55,-4.35
26-November-2005,444.00,445.95,436.00,437.40,440.049168203603086733,1404851,9113,618203514.00,169405,12.06,9.95,-6.60
25-November-2005,436.40,444.90,431.00,442.25,437.629442154897564474,3635848,29456,1591154132.00,281200,7.73,13.90,5.85
24-November-2005,438.50,445.90,432.25,434.80,439.675544436846451440,3198213,28139,1406176042.00,226442,7.08,13.65,-3.70
23-November-2005,422.00,438.90,421.10,436.30,431.764081715032699281,5351035,42036,2310384713.00,191330,3.58,17.80,14.30
22-November-2005,427.40,433.75,416.50,419.55,425.947863678207912546,3644465,33006,1552352081.00,123489,3.39,17.25,-7.85
21-November-2005,438.00,438.00,422.00,427.65,430.610992844944249196,3520308,30716,1515883323.00,204458,5.81,16.00,-10.35
18-November-2005,424.00,441.55,424.00,437.50,436.258505452298718215,5310329,41807,2316676193.00,408744,7.70,17.55,13.50
17-November-2005,394.70,426.80,394.70,424.05,416.498862215353063355,5541031,42895,2307833107.00,402835,7.27,32.10,29.35
16-November-2005,398.00,407.70,396.05,405.10,403.503077935323099845,2459116,24080,992260875.00,130737,5.32,11.65,7.10
14-November-2005,392.95,400.90,383.60,397.90,392.346322392071368843,3726444,29503,1462056599.00,147738,3.96,17.30,4.95
11-November-2005,382.50,392.60,382.00,391.05,387.418480181881660663,2769713,24701,1073038001.00,175780,6.35,10.60,8.55
10-November-2005,367.10,382.00,365.65,378.70,373.047419794201858057,2911105,28243,1085980209.00,276065,9.48,16.35,11.60
9-November-2005,367.40,376.00,362.00,364.70,368.425807184590698404,2350113,22892,865842279.00,112908,4.80,14.00,-2.70
8-November-2005,369.10,377.75,363.65,366.90,371.616354391287224460,2564510,22770,953013857.00,117911,4.60,14.10,-2.20
7-November-2005,362.00,370.80,359.20,367.65,366.604978977284131952,1693882,15906,620985575.00,120682,7.12,11.60,5.65
2-November-2005,357.30,362.50,349.55,359.90,356.612825059208259755,2771995,25431,988528968.00,143389,5.17,12.95,2.60
1-November-2005,404.00,404.00,353.00,359.20,361.758539587994173288,1542551,10611,558030997.00,351201,22.77,51.00,-44.80
31-October-2005,332.50,361.50,331.10,360.10,345.640674818300828204,3264049,27647,1128188099.00,338672,10.38,30.40,27.60
28-October-2005,344.80,347.60,327.10,330.05,338.693467070997122611,3404476,32032,1153073780.00,226631,6.66,20.50,-14.75
27-October-2005,367.00,370.00,339.00,345.60,356.272808311946026470,2838132,24892,1011149258.00,379415,13.37,31.00,-21.40
26-October-2005,366.50,373.90,363.55,365.40,368.742325123798904666,2286975,22761,843304479.00,73846,3.23,10.35,-1.10
25-October-2005,368.00,375.65,362.40,366.10,370.044581235686809053,2878027,27550,1064998296.00,118678,4.12,13.25,-1.90
24-October-2005,385.00,387.50,360.20,365.05,377.652031264124565218,4657223,39715,1758809726.00,454985,9.77,27.30,-19.95
21-October-2005,365.00,387.50,362.10,382.85,372.954079082609185015,3367289,26639,1255844168.00,266323,7.91,25.40,17.85
20-October-2005,372.00,377.70,356.10,363.95,366.166524219790665629,2878266,23810,1053924657.00,163722,5.69,21.60,-8.05
19-October-2005,358.95,371.80,352.40,365.10,363.544864843423417375,3277310,28351,1191449221.00,267106,8.15,19.40,6.15
18-October-2005,380.00,384.20,358.00,365.20,376.266494654135316432,2401763,20587,903702945.00,184269,7.67,26.20,-14.80
17-October-2005,363.10,379.80,360.80,375.35,369.947652236998076188,4013906,29141,1484935101.00,181258,4.52,19.00,12.25
14-October-2005,369.00,372.60,355.00,361.25,363.764354517877161520,3676926,31593,1337534613.00,132141,3.59,17.60,-7.75
13-October-2005,371.90,381.90,362.00,366.75,372.551190532172397919,3232336,25483,1204210625.00,151719,4.69,19.90,-5.15
11-October-2005,370.00,372.00,357.00,369.00,365.316311859126469017,2418964,21495,883687007.00,156222,6.46,15.00,-1.00
10-October-2005,379.00,380.50,365.50,368.80,371.489304817255148353,1814415,17915,674035767.00,122218,6.74,15.00,-10.20
7-October-2005,386.00,391.50,371.10,375.15,379.052913919612743271,2680599,24560,1016088862.00,203470,7.59,20.40,-10.85
6-October-2005,402.00,402.00,384.15,386.50,389.770949641107439899,2036264,19333,793676553.00,176569,8.67,17.85,-15.50
5-October-2005,407.00,408.90,396.60,400.00,403.066465327937197773,1656247,14317,667577624.00,106709,6.44,12.30,-7.00
4-October-2005,400.00,409.70,397.50,406.30,405.379913994853872563,2594961,20943,1051945067.00,112876,4.35,12.20,6.30
3-October-2005,389.90,400.95,387.00,396.65,396.080676319307054730,2574287,22062,1019625336.00,130860,5.08,13.95,6.75
30-September-2005,418.00,418.00,375.15,386.35,390.441508443711607944,7232779,49691,2823977143.00,927935,12.83,42.85,-31.65
29-September-2005,410.00,412.95,396.30,408.50,405.625169252574799103,3773207,32805,1530507728.00,233586,6.19,16.65,-1.50
28-September-2005,412.10,414.90,405.60,407.45,409.305150242119103357,1621516,15371,663694850.00,107234,6.61,9.30,-4.65
27-September-2005,424.25,424.25,406.00,410.95,412.778414976710006992,3374840,27850,1393061106.00,161532,4.79,18.25,-13.30
26-September-2005,399.35,419.95,398.90,416.95,410.609337917128490290,2714781,21185,1114714429.00,280702,10.34,21.05,17.60
23-September-2005,379.00,404.00,375.00,395.55,393.180267298800578287,8933972,57305,3512661499.00,728155,8.15,29.00,16.55
22-September-2005,433.70,436.50,363.00,372.20,401.289244098106860377,6462545,40518,2593349798.00,753457,11.66,73.50,-61.50
21-September-2005,464.50,464.50,426.00,436.35,441.370530207648894612,2505094,19423,1105674667.00,224027,8.94,38.50,-28.15
20-September-2005,468.60,469.00,455.00,458.90,461.875109976572565138,876323,7911,404751782.00,76711,8.75,14.00,-9.70
19-September-2005,475.00,476.90,464.20,467.85,471.660631407736950377,956656,7355,451216973.00,107965,11.29,12.70,-7.15
16-September-2005,478.00,482.00,471.05,474.55,477.236966362416384313,1066337,9060,508895435.00,57462,5.39,10.95,-3.45
15-September-2005,469.15,478.45,469.00,477.10,474.980243371778728637,1392191,11006,661263220.00,82029,5.89,9.45,7.95
14-September-2005,474.00,484.95,463.40,468.20,474.877149984160832034,2938917,19786,1395624529.00,117669,4.00,21.55,-5.80
13-September-2005,470.50,473.90,467.00,468.95,469.875813366261081898,648693,5490,304805151.00,48349,7.45,6.90,-1.55
12-September-2005,472.00,473.40,468.25,469.95,470.787390548573873308,556297,4312,261897613.00,84605,15.21,5.15,-2.05
9-September-2005,469.00,474.25,464.25,469.50,469.886443920818320467,1020236,8605,479395066.00,72513,7.11,10.00,0.50
8-September-2005,468.00,472.00,465.30,467.45,468.540791996638433587,621139,4966,291028959.00,35754,5.76,6.70,-0.55
6-September-2005,470.00,472.25,462.25,465.40,466.579691960027376540,1113362,9273,519472099.00,60266,5.41,10.00,-4.60
5-September-2005,475.00,477.40,466.50,468.70,472.371312457727154661,1555372,9661,734713113.00,339890,21.85,10.90,-6.30
2-September-2005,472.95,475.70,465.00,473.65,472.397584866005568013,1861346,10839,879295355.00,169020,9.08,10.70,0.70
1-September-2005,475.10,482.25,471.05,472.95,476.908006871493669677,1340611,10676,639348120.00,75049,5.60,11.20,-2.15
31-August-2005,470.00,478.75,465.00,474.70,472.848076829738464229,2183946,15392,1032674666.00,135050,6.18,13.75,4.70
30-August-2005,448.00,471.00,447.00,468.30,459.599900964077286311,2298156,17454,1056232270.00,246217,10.71,24.00,20.30
29-August-2005,458.00,458.00,442.50,445.30,447.174786081581777702,1579691,13064,706397985.00,160966,10.19,15.50,-12.70
26-August-2005,458.00,464.40,452.50,456.10,457.604999747286556612,1859814,15450,851060185.00,76845,4.13,11.90,-1.90
25-August-2005,454.00,460.95,448.00,453.90,454.937376908543465053,2396592,19884,1090299278.00,88721,3.70,12.95,-0.10
24-August-2005,459.90,462.65,442.90,451.90,452.153395328353405491,3719331,30074,1681708140.00,110943,2.98,19.75,-8.00
23-August-2005,476.95,477.30,454.30,456.65,464.476852088932646355,2421428,18367,1124697255.00,125397,5.18,23.00,-20.30
22-August-2005,470.00,496.50,468.55,473.20,482.173401637226019091,5030460,31785,2425554010.00,257823,5.13,27.95,3.20
19-August-2005,472.00,474.20,466.25,467.50,469.717534808378355602,1281588,10394,601984356.00,70277,5.48,7.95,-4.50
18-August-2005,475.00,480.50,465.20,468.00,471.830889915147541692,2220796,17193,1047840153.00,142105,6.40,15.30,-7.00
17-August-2005,470.00,481.40,466.00,473.90,475.224550860706808632,1916332,15701,910688014.00,93286,4.87,15.40,3.90
16-August-2005,472.35,473.80,461.00,471.15,468.570044134054652922,1920739,16245,900000758.00,66580,3.47,12.80,-1.20
12-August-2005,480.00,483.30,463.00,467.90,470.913847209068692665,2848834,22655,1341555379.00,121359,4.26,20.30,-12.10
11-August-2005,464.70,481.60,460.30,478.25,473.951650387075319211,6206544,38623,2941601772.00,420406,6.77,21.30,13.55
10-August-2005,451.95,463.95,446.70,460.70,456.487263383336720032,5260777,34556,2401477696.00,162773,3.09,17.25,8.75
9-August-2005,472.00,478.00,441.50,449.90,459.363943713680560428,7539523,47947,3463385019.00,574768,7.62,36.50,-22.10
8-August-2005,476.00,490.15,467.10,470.15,479.700716367809056382,5345578,34460,2564277596.00,227042,4.25,23.05,-5.85
5-August-2005,475.00,484.70,463.55,475.70,475.985365649571455453,5282298,39881,2514296545.00,300131,5.68,21.15,0.70
4-August-2005,442.80,474.25,441.00,468.10,463.352033829048375492,7642899,53931,3541352796.00,396526,5.19,33.25,25.30
3-August-2005,460.00,461.60,436.05,440.30,449.314074854335807719,3924609,27707,1763382062.00,269861,6.88,25.55,-19.70
2-August-2005,475.00,475.00,453.10,458.10,460.182624568979173959,5239306,35387,2411037586.00,372538,7.11,21.90,-16.90
1-August-2005,425.00,459.80,421.00,451.35,442.573022039859280597,5943459,40898,2630414611.00,692591,11.65,38.80,26.35
29-July-2005,393.00,425.95,393.00,419.75,417.273263846162067974,7297654,48837,3045115903.00,1065908,14.61,32.95,26.75
27-July-2005,397.00,399.40,393.10,396.05,396.473962422494250158,757847,7267,300466603.00,49321,6.51,6.30,-0.95
26-July-2005,399.00,401.40,391.25,394.95,396.100320273941622623,2378901,17491,942283448.00,126439,5.32,10.15,-4.05
25-July-2005,407.00,410.55,396.30,398.25,404.001030044206510465,2798909,18472,1130762119.00,208969,7.47,14.25,-8.75
22-July-2005,397.50,406.00,393.00,403.65,401.764697545671861280,1912173,14855,768243607.00,147593,7.72,13.00,6.15
21-July-2005,411.85,413.00,394.10,397.30,401.452712096099198711,2237771,16174,898359237.00,149272,6.67,18.90,-14.55
20-July-2005,415.10,420.90,405.75,408.75,413.506648444126087090,2275570,17037,940963324.00,157934,6.94,15.15,-6.35
19-July-2005,410.00,415.00,406.00,410.45,410.100639263316470199,2969199,20038,1217670408.00,252210,8.49,9.00,0.45
18-July-2005,402.95,413.30,399.80,404.35,405.936639421745485492,4105597,22559,1666612249.00,443688,10.81,13.50,1.40
15-July-2005,399.00,404.90,390.35,399.10,397.225649704100732335,3554926,28803,1412107790.00,140914,3.96,14.55,0.10
14-July-2005,412.50,415.35,396.00,398.95,405.230361068250430982,3238529,25174,1312350276.00,185883,5.74,19.35,-13.55
13-July-2005,412.25,419.00,408.05,410.30,413.851956681358712509,4258767,33936,1762499056.00,249555,5.86,10.95,-1.95
12-July-2005,404.00,411.95,397.25,406.30,404.826691042964707577,4385134,35100,1775219287.00,243712,5.56,14.70,2.30
11-July-2005,406.00,413.00,397.70,402.35,404.184079139773173497,3799556,27572,1535720043.00,133856,3.52,15.30,-3.65
8-July-2005,401.00,412.40,395.30,404.15,403.493785244735193228,8474670,59287,3419476677.00,509361,6.01,17.10,3.15
7-July-2005,409.00,426.00,388.50,394.55,407.987750026577152668,10864595,70762,4432621669.00,574925,5.29,37.50,-14.45
6-July-2005,382.00,412.90,381.55,408.10,398.982771385997858886,10431019,66288,4161796869.00,659640,6.32,31.35,26.10
5-July-2005,380.00,393.00,374.80,379.25,384.337520958956581232,6641552,44808,2552597631.00,291388,4.39,18.20,-0.75
4-July-2005,377.00,382.75,377.00,378.60,379.670958591924721150,2421291,17496,919293875.00,184361,7.61,5.75,1.60
1-July-2005,374.45,381.45,373.10,376.55,377.037632896892984150,4338890,30958,1635924815.00,192963,4.45,8.35,2.10
30-June-2005,378.00,388.45,370.00,374.70,380.143260493444910364,10393298,66049,3950942189.00,404663,3.89,18.45,-3.30
29-June-2005,354.90,375.95,345.25,372.10,360.219312432975723626,13387873,81489,4822570407.00,510363,3.81,30.70,17.20
28-June-2005,364.00,382.50,347.55,351.70,362.793107089644878080,13162916,77342,4775415194.00,472464,3.59,34.95,-12.30
27-June-2005,349.80,397.70,343.00,365.30,375.885799227546067934,22022802,118842,8278058531.00,1064606,4.83,54.70,15.50
24-June-2005,308.25,344.75,306.90,341.10,330.104639579868558077,12993267,81412,4289137720.00,463732,3.57,37.85,32.85
23-June-2005,295.00,311.50,295.00,308.15,304.986622468960697925,7037771,46221,2146426007.00,403096,5.73,16.50,13.15
22-June-2005,291.00,297.50,282.60,293.25,288.897471167018883840,5946142,34886,1717825387.00,554680,9.33,14.90,2.25
21-June-2005,295.00,300.00,285.55,289.45,291.924104987827668317,7584003,53589,2213953288.00,320748,4.23,14.45,-5.55
20-June-2005,245.00,308.00,244.80,294.20,289.201270774242413060,18292785,108516,5290296668.00,942654,5.15,63.20,49.20
17-June-2005,240.00,243.00,229.10,235.75,235.068716960304179844,2853575,16571,670786214.00,541454,18.97,13.90,-4.25
16-June-2005,241.00,245.50,238.55,240.10,242.616465643989682727,1738444,11639,421775139.00,221385,12.73,6.95,-0.90
15-June-2005,237.50,242.60,234.00,240.90,239.215533979320777472,1538936,9638,368137397.00,203860,13.25,8.60,3.40
14-June-2005,232.00,239.60,228.55,237.20,235.309476027576121585,1531760,10878,360437643.00,205935,13.44,11.05,5.20
13-June-2005,224.00,231.90,220.20,229.65,226.904718145823428117,750867,5618,170375265.00,93702,12.48,11.70,5.65
10-June-2005,225.10,227.90,219.15,222.95,223.910985420835545391,734610,5597,164487249.00,59615,8.12,8.75,-2.15
9-June-2005,225.00,229.40,222.75,224.25,226.003643550117319728,851093,7157,192350119.00,56714,6.66,6.65,-0.75
8-June-2005,225.35,227.70,221.25,223.90,224.627153880268382357,1537806,11155,345432985.00,193318,12.57,6.45,-1.45
7-June-2005,215.50,226.00,213.30,223.30,219.709032431462663709,1454791,10212,319630723.00,175398,12.06,12.70,7.80
6-June-2005,209.55,219.25,209.55,215.00,215.935691260875348504,1511101,11185,326300639.00,171293,11.34,9.70,5.45
4-June-2005,211.00,212.95,206.55,211.20,210.851778116883773104,890577,7195,187779744.00,49883,5.60,6.40,0.20
3-June-2005,198.10,210.50,198.00,208.85,205.853231905393345235,2094229,14146,431103808.00,377681,18.03,12.50,10.75
2-June-2005,198.75,203.45,197.00,198.70,200.307868263079193434,1429121,8885,286264181.00,221219,15.48,6.45,-0.05
1-June-2005,198.00,202.00,195.10,196.80,198.086460072658212992,937265,7097,185659506.00,138578,14.79,6.90,-1.20
31-May-2005,183.85,197.75,183.50,196.10,192.538341737251297846,1207770,9916,232542033.00,182270,15.09,14.25,12.25
30-May-2005,188.40,188.50,183.00,183.95,185.832662252886772603,236683,1945,43983432.00,53894,22.77,5.50,-4.45
27-May-2005,190.00,194.80,188.15,189.00,191.815842787682333873,542960,4411,104148330.00,93925,17.30,6.65,-1.00
26-May-2005,188.00,192.90,186.50,188.35,189.697992989232249531,588238,4441,111587568.00,89060,15.14,6.40,0.35
25-May-2005,190.10,194.10,186.20,187.80,190.470489042392228358,935195,7083,178127049.00,97519,10.43,7.90,-2.30
24-May-2005,174.50,191.20,173.50,189.95,184.352089690636758649,1675894,10830,308954561.00,300758,17.95,17.70,15.45
23-May-2005,171.80,175.00,171.10,173.95,173.678411981288130769,168663,1466,29293122.00,42451,25.17,3.90,2.15
20-May-2005,174.50,176.90,170.00,170.55,171.859565283513295352,170962,1570,29381455.00,39935,23.36,6.90,-3.95
19-May-2005,174.00,176.55,173.50,174.65,175.101808878546726148,311132,2184,54479776.00,122410,39.34,3.05,0.65
18-May-2005,177.00,177.00,171.30,172.35,172.508191263157098211,132153,1216,22797475.00,33435,25.30,5.70,-4.65
17-May-2005,171.75,176.50,171.00,173.00,173.895557857194657304,537781,3644,93517727.00,152822,28.42,5.50,1.25
16-May-2005,171.80,172.50,170.25,171.05,171.337749909629341267,143852,1062,24647278.00,56103,39.00,2.25,-0.75
13-May-2005,170.90,171.90,168.55,169.55,170.254327529860164993,119641,1129,20369398.00,23926,20.00,3.35,-1.35
12-May-2005,167.10,172.55,167.10,170.50,170.543413133964315066,301752,2686,51461816.00,46884,15.54,5.45,3.40
11-May-2005,168.00,169.25,166.00,167.35,167.603388104922590466,204303,2041,34241875.00,29747,14.56,3.25,-0.65
10-May-2005,171.50,174.50,167.05,167.80,171.250565770412805606,471481,3500,80741388.00,115749,24.55,7.45,-3.70
9-May-2005,172.00,172.85,170.00,170.60,171.466430420772253990,214748,1940,36822073.00,29676,13.82,2.85,-1.40
6-May-2005,172.00,173.80,169.60,171.40,171.912549919162049000,289468,2390,49763182.00,47454,16.39,4.20,-0.60
5-May-2005,172.15,175.85,170.00,171.00,173.148191893541211441,355593,2985,61570285.00,50389,14.17,5.85,-1.15
4-May-2005,170.95,171.90,168.65,170.70,170.852897883606139570,192261,1951,32848349.00,30105,15.66,3.25,-0.25
3-May-2005,169.50,173.65,167.55,170.10,171.046586679442160181,569841,4853,97469358.00,43940,7.71,6.10,0.60
2-May-2005,169.60,171.80,166.00,168.75,168.435401259129301948,325463,2851,54819491.00,41532,12.76,5.80,-0.85
29-April-2005,169.70,172.50,166.70,168.05,169.415800282605523265,561914,4812,95197110.00,63404,11.28,5.80,-1.65
28-April-2005,178.00,178.00,163.60,167.80,170.437875882101029660,1127847,7591,192227847.00,305234,27.06,14.40,-10.20
27-April-2005,178.00,184.45,172.10,177.10,178.274655982948899866,1692794,12096,301782268.00,222377,13.14,12.35,-0.90
26-April-2005,180.00,190.90,177.80,178.60,181.825938059714020436,774391,5689,140804370.00,133539,17.24,13.10,-1.40
25-April-2005,193.70,198.50,190.10,192.15,194.590982155773967183,1119802,8146,217903371.00,115415,10.31,8.40,-1.55
22-April-2005,195.90,198.20,191.25,193.75,195.605238956500413843,913388,6431,178663478.00,131464,14.39,6.95,-2.15
21-April-2005,188.20,195.90,185.05,194.20,190.327105711638958228,1131304,7728,215317816.00,239885,21.20,10.85,6.00
20-April-2005,185.00,189.00,182.90,187.20,185.654422004724284345,616813,4864,114514061.00,84066,13.63,6.10,2.20
19-April-2005,188.00,190.70,181.70,183.55,187.206364490688299734,518219,4055,97013895.00,67248,12.98,9.00,-4.45
18-April-2005,180.00,187.00,178.55,185.25,183.171555334564132785,651609,5281,119356234.00,91250,14.00,8.45,5.25
15-April-2005,184.90,188.30,178.60,181.55,183.400800825331649309,1167046,8038,214037171.00,157829,13.52,9.70,-3.35
13-April-2005,186.40,191.00,184.45,185.90,187.921754414460403276,861940,5893,161977277.00,76566,8.88,6.55,-0.50
12-April-2005,184.90,187.75,183.05,184.45,185.030966734528492083,505930,4235,93612717.00,78914,15.60,4.70,-0.45
11-April-2005,191.00,192.25,182.75,183.60,186.125826873140127750,633108,4586,117837750.00,117300,18.53,9.50,-7.40
8-April-2005,200.00,200.90,190.00,191.10,193.111338888293163951,951222,6929,183691754.00,143937,15.13,10.90,-8.90
7-April-2005,196.00,204.35,195.15,199.50,200.828896515818128833,2251088,14267,452083519.00,259863,11.54,9.20,3.50
6-April-2005,190.25,195.85,190.10,194.30,193.496612756494491054,989300,7531,191426199.00,109418,11.06,5.75,4.05
5-April-2005,188.50,199.50,187.00,189.35,193.515262331323463504,2389707,14967,462444777.00,233048,9.75,12.50,0.85
4-April-2005,196.00,198.75,186.20,187.80,191.000488232319348215,858198,6574,163916237.00,191563,22.32,12.55,-8.20
1-April-2005,179.60,196.45,176.50,194.25,189.104131333649700382,1968178,12678,372190591.00,290757,14.77,19.95,14.65
31-March-2005,177.00,182.40,176.80,178.50,179.414179998801605848,734316,4387,131746703.00,205357,27.97,5.60,1.50
30-March-2005,179.70,181.00,173.10,175.35,176.562127413802156190,1276047,8197,225301573.00,287552,22.53,7.90,-4.35
29-March-2005,187.50,190.00,177.80,178.95,182.137569941042986583,1304849,8530,237662026.00,202292,15.50,12.20,-8.55
28-March-2005,176.80,188.75,176.10,186.25,183.198155140737364831,2176643,12491,398756982.00,192848,8.86,12.65,9.45
24-March-2005,175.80,193.60,171.10,174.60,180.478986380855354604,4164799,24287,751658702.00,339796,8.16,22.50,-1.20
23-March-2005,155.00,183.60,152.05,173.95,176.105804280543816277,3249774,16070,572304064.00,403977,12.43,31.55,18.95
22-March-2005,156.85,157.50,151.90,153.00,154.305209447927628379,226166,1705,34898592.00,86537,38.26,5.60,-3.85
21-March-2005,162.45,173.50,155.30,156.65,162.591847619047619047,262500,1389,42680360.00,43382,16.53,18.20,-5.80
18-March-2005,162.50,164.20,158.35,160.35,161.193624963650067358,337002,2964,54322574.00,75525,22.41,5.85,-2.15
17-March-2005,174.00,174.35,158.15,159.95,165.486078048274958165,328079,2085,54292507.00,162458,49.52,16.20,-14.05
16-March-2005,178.50,179.00,172.00,173.05,175.102080581780234473,122658,1195,21477671.00,39582,32.27,7.00,-5.45
15-March-2005,173.80,178.70,172.25,177.15,175.626995152974591707,323910,2160,56887340.00,137058,42.31,6.45,3.35
14-March-2005,178.90,178.90,170.65,171.70,174.179355524079320113,129904,974,22626595.00,58132,44.75,8.25,-7.20
11-March-2005,175.95,179.50,175.00,176.45,177.381527573310900395,218726,2631,38797952.00,66711,30.50,4.50,0.50
10-March-2005,175.00,177.40,173.10,173.95,175.105621934111045203,212418,2265,37195586.00,46293,21.79,4.30,-1.05
9-March-2005,181.80,183.75,173.00,174.30,178.243461136230013996,384394,3824,68515717.00,105777,27.52,10.75,-7.50
8-March-2005,183.80,184.25,177.00,178.10,179.951882258278329443,324371,3319,58371172.00,79372,24.47,7.25,-5.70
7-March-2005,175.00,184.90,175.00,181.75,181.330486461374459886,1037513,8102,188132737.00,277110,26.71,9.90,6.75
4-March-2005,171.95,175.00,169.35,174.10,172.784912960992280090,480187,4233,82969069.00,154938,32.27,5.65,2.15
